C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\center_2022_07_06_19_39_28_534.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\left_2022_07_06_19_39_28_534.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\right_2022_07_06_19_39_28_534.jpg,0,0,0,4.153459E-06
C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\center_2022_07_06_19_39_28_603.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\left_2022_07_06_19_39_28_603.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\right_2022_07_06_19_39_28_603.jpg,0,0,0,7.953696E-07
C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\center_2022_07_06_19_39_28_672.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\left_2022_07_06_19_39_28_672.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\right_2022_07_06_19_39_28_672.jpg,0,0,0,1.041684E-06
C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\center_2022_07_06_19_39_28_738.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\left_2022_07_06_19_39_28_738.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\right_2022_07_06_19_39_28_738.jpg,0,0,0,1.951511E-06
C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\center_2022_07_06_19_39_28_808.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\left_2022_07_06_19_39_28_808.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\right_2022_07_06_19_39_28_808.jpg,0,0,0,4.901817E-06
C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\center_2022_07_06_19_39_28_876.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\left_2022_07_06_19_39_28_876.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\right_2022_07_06_19_39_28_876.jpg,0,0.1203135,0,0.05650857
C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\center_2022_07_06_19_39_28_943.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\left_2022_07_06_19_39_28_943.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\right_2022_07_06_19_39_28_943.jpg,0,0.2957498,0,0.1990961
C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\center_2022_07_06_19_39_29_010.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\left_2022_07_06_19_39_29_010.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\right_2022_07_06_19_39_29_010.jpg,0,0.4769016,0,0.4907062
C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\center_2022_07_06_19_39_29_079.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\left_2022_07_06_19_39_29_079.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\right_2022_07_06_19_39_29_079.jpg,0,0.7206932,0,1.039428
C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\center_2022_07_06_19_39_29_146.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\left_2022_07_06_19_39_29_146.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\right_2022_07_06_19_39_29_146.jpg,-0.15,0.897995,0,1.611164
C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\center_2022_07_06_19_39_29_215.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\left_2022_07_06_19_39_29_215.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\right_2022_07_06_19_39_29_215.jpg,-0.35,1,0,2.502824
C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\center_2022_07_06_19_39_29_284.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\left_2022_07_06_19_39_29_284.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\right_2022_07_06_19_39_29_284.jpg,-0.5000001,1,0,3.196636
C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\center_2022_07_06_19_39_29_352.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\left_2022_07_06_19_39_29_352.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\right_2022_07_06_19_39_29_352.jpg,0,1,0,3.868829
C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\center_2022_07_06_19_39_29_420.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\left_2022_07_06_19_39_29_420.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\right_2022_07_06_19_39_29_420.jpg,0,1,0,4.79462
C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\center_2022_07_06_19_39_29_487.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\left_2022_07_06_19_39_29_487.jpg,C:\Users\GOURAB DAS\OneDrive\Desktop\data\IMG\right_2022_07_06_19_39_29_487.jpg,-0.15,1,0,5.4879
